# OCP data for Sony Graphite negative electrode, lithiation
# sto,ocp
0.060753,0.245134
0.060808,0.245134
0.060862,0.244752
0.060917,0.244752
0.060971,0.244371
0.061026,0.244371
0.061080,0.244180
0.061135,0.243989
0.061190,0.243608
0.061244,0.243608
0.061299,0.243417
0.061353,0.243226
0.061408,0.243035
0.061462,0.242845
0.061517,0.242654
0.061571,0.242463
0.061626,0.242463
0.061680,0.242272
0.061735,0.242082
0.061789,0.241891
0.061844,0.241700
0.061898,0.241509
0.061953,0.241319
0.062008,0.241128
0.062062,0.240937
0.062117,0.240746
0.062171,0.240556
0.062226,0.240556
0.062280,0.240174
0.062335,0.240174
0.062389,0.239983
0.062444,0.239792
0.062498,0.239602
0.062553,0.239411
0.062607,0.239411
0.062662,0.239029
0.062717,0.239029
0.062771,0.238839
0.062826,0.238648
0.062880,0.238457
0.062935,0.238266
0.062989,0.238076
0.063044,0.237885
0.063098,0.237694
0.063153,0.237503
0.063207,0.237503
0.063262,0.237122
0.063316,0.237122
0.063371,0.236931
0.063426,0.236740
0.063480,0.236549
0.063535,0.236359
0.063589,0.236359
0.063644,0.235977
0.063698,0.235977
0.063753,0.235786
0.063807,0.235596
0.063862,0.235405
0.063916,0.235214
0.063971,0.235214
0.064025,0.234833
0.064080,0.234642
0.064134,0.234451
0.064189,0.234451
0.064244,0.234260
0.064298,0.234069
0.064353,0.233879
0.064407,0.233688
0.064462,0.233497
0.064516,0.233306
0.064571,0.233306
0.064625,0.233116
0.064680,0.232925
0.064734,0.232925
0.064789,0.232734
0.064843,0.232543
0.064898,0.232353
0.064953,0.232162
0.065007,0.231971
0.065062,0.231780
0.065116,0.231590
0.065171,0.231399
0.065225,0.231399
0.065280,0.231208
0.065334,0.231017
0.065389,0.230826
0.065443,0.230636
0.065498,0.230636
0.065552,0.230445
0.065607,0.230254
0.065661,0.230254
0.065716,0.229873
0.065771,0.229873
0.065825,0.229682
0.065880,0.229491
0.065934,0.229300
0.065989,0.229110
0.066043,0.229110
0.066098,0.228728
0.066152,0.228728
0.066207,0.228537
0.066261,0.228347
0.066316,0.228156
0.066370,0.228156
0.066425,0.227965
0.066480,0.227774
0.066534,0.227583
0.066589,0.227393
0.066643,0.227393
0.066698,0.227202
0.066752,0.227011
0.066807,0.226820
0.066861,0.226820
0.066916,0.226630
0.066970,0.226439
0.067025,0.226439
0.067079,0.226248
0.067134,0.226057
0.067189,0.225867
0.067243,0.225676
0.067298,0.225485
0.067352,0.225294
0.067407,0.225294
0.067461,0.225103
0.067516,0.224913
0.067570,0.224913
0.067625,0.224531
0.067679,0.224531
0.067734,0.224340
0.067788,0.224150
0.067843,0.224150
0.067897,0.223959
0.067952,0.223768
0.068007,0.223768
0.068061,0.223577
0.068116,0.223387
0.068170,0.223196
0.068225,0.223005
0.068279,0.223005
0.068334,0.222814
0.068388,0.222624
0.068443,0.222433
0.068497,0.222242
0.068552,0.222242
0.068606,0.222051
0.068661,0.221860
0.068716,0.221860
0.068770,0.221670
0.068825,0.221479
0.068879,0.221479
0.068934,0.221288
0.068988,0.221097
